,species,x,y,additional_observations,classification_id,user_name,created_at,subject_ids,image_utm_left,image_utm_bottom,image_utm_right,image_utm_top,site,event,resolution,subject_reference,label,behavior
2497,Great Egret ,1450.5350341796875,1017.6642456054688,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,Great Egret - Roosting, Roosting
2498,White Ibis ,1037.95654296875,1010.3619995117188,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2499,White Ibis ,1483.725830078125,543.1336669921875,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2500,White Ibis ,583.182373046875,827.4232177734375,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2501,White Ibis ,481.93646240234375,834.6550903320312,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2502,White Ibis ,472.63836669921875,866.6818237304688,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2503,White Ibis ,534.6256713867188,809.8601684570312,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2504,White Ibis ,511.89697265625,670.3887939453125,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2505,White Ibis ,596.6129150390625,961.72900390625,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2506,White Ibis ,554.400146484375,768.2308349609375,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,White Ibis - Nesting, Nesting
2507,Unknown ,1163.42822265625,606.9251098632812,Yes,238248125,Mack24601,2020-05-12 18:37:30 UTC,43847126,545777.9953928229,2889230.340164066,545793.8618890692,2889246.196089695,6thBridge,03112020,0.010570617086130553,689,Unknown - White - Small - Nesting, White - Small - Nesting
2508,Great Egret ,666.2785034179688,929.99267578125,Yes,238249092,Mack24601,2020-05-12 18:39:31 UTC,43845564,545825.5631697105,2889531.6027510203,545841.4190953396,2889547.4586766497,6thBridge,03112020,0.010570617086130553,33,Great Egret - Roosting, Roosting
2509,Great Egret ,1166.0352783203125,307.8792419433594,Yes,238249092,Mack24601,2020-05-12 18:39:31 UTC,43845564,545825.5631697105,2889531.6027510203,545841.4190953396,2889547.4586766497,6thBridge,03112020,0.010570617086130553,33,Great Egret - Nesting, Nesting
2510,White Ibis ,1462.11865234375,1356.11669921875,Yes,238249092,Mack24601,2020-05-12 18:39:31 UTC,43845564,545825.5631697105,2889531.6027510203,545841.4190953396,2889547.4586766497,6thBridge,03112020,0.010570617086130553,33,White Ibis - Nesting, Nesting
2511,Roseate Spoonbill ,477.52276611328125,528.8783569335938,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Roseate Spoonbill - Nesting, Nesting
2512,Great Egret ,875.2681884765625,238.686279296875,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Great Egret - Nesting, Nesting
2513,Great Egret ,967.447998046875,207.95968627929688,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Great Egret - Nesting, Nesting
2514,Roseate Spoonbill ,965.737548828125,107.2481689453125,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Roseate Spoonbill - Nesting, Nesting
2515,Unknown ,648.2294311523438,416.3883972167969,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2516,Unknown ,595.3079833984375,317.3770446777344,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2517,Unknown ,376.8112487792969,151.80172729492188,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2518,Unknown ,814.6651611328125,264.46588134765625,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2519,Unknown ,837.7100830078125,99.73041534423828,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2520,Unknown ,894.8922119140625,109.97260284423828,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2521,Unknown ,917.0870971679688,68.15372467041016,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2522,Unknown ,946.9635620117188,45.95886993408203,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2523,Great Egret ,108.89230346679688,810.5228271484375,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Great Egret - Nesting, Nesting
2524,Great Egret ,343.1313781738281,918.6348876953125,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Great Egret - Nesting, Nesting
2525,White Ibis ,442.2296447753906,828.9712524414062,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,White Ibis - Nesting, Nesting
2526,White Ibis ,525.6012573242188,1041.1485595703125,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,White Ibis - Nesting, Nesting
2527,Unknown ,707.3522338867188,1113.7689208984375,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2528,Unknown ,723.3574829101562,926.235595703125,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2529,Unknown ,834.0496215820312,1142.306396484375,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2530,Unknown ,9.77996826171875,1056.950439453125,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2531,Unknown ,296.54583740234375,420.1980285644531,No,238253047,lagarner,2020-05-12 18:48:48 UTC,43847181,545888.9868722273,2889040.0690565156,545904.8533684736,2889055.924982145,6thBridge,03112020,0.010570617086130553,715,Unknown - White - Small - Nesting, White - Small - Nesting
2532,Great Egret ,551.7218017578125,1265.4105224609375,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,Great Egret - Roosting, Roosting
2533,Great Egret ,81.81839752197266,273.717529296875,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,Great Egret - Roosting, Roosting
2534,White Ibis ,1313.507568359375,616.3106079101562,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Roosting, Roosting
2535,White Ibis ,480.3813171386719,332.1139221191406,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Roosting, Roosting
2536,White Ibis ,512.5640258789062,50.77485275268555,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2537,White Ibis ,814.6661376953125,291.6260070800781,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Roosting, Roosting
2538,White Ibis ,891.4635620117188,475.69427490234375,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2539,White Ibis ,957.9052734375,414.4433288574219,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2540,White Ibis ,992.1642456054688,321.0096740722656,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2541,White Ibis ,1109.475341796875,333.4674987792969,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2542,White Ibis ,1157.4312744140625,252.06394958496094,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2543,White Ibis ,1181.308837890625,192.88931274414062,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2544,White Ibis ,1282.009521484375,275.9414367675781,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2545,White Ibis ,1446.49951171875,57.09404373168945,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2546,White Ibis ,1276.24267578125,134.95541381835938,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2547,White Ibis ,1228.48779296875,46.712528228759766,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2548,White Ibis ,1497.3690185546875,44.63622283935547,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2549,White Ibis ,1473.491455078125,33.216556549072266,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2550,White Ibis ,1486.1019287109375,368.8328857421875,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2551,White Ibis ,1453.919189453125,335.612060546875,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2552,White Ibis ,1450.8048095703125,297.200439453125,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2553,White Ibis ,1413.4312744140625,396.86297607421875,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2554,White Ibis ,1352.180419921875,362.60400390625,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2555,White Ibis ,1326.2265625,307.5819396972656,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2556,White Ibis ,1175.4656982421875,236.7286376953125,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Nesting, Nesting
2557,White Ibis ,229.7208251953125,281.80303955078125,No,238254307,Mack24601,2020-05-12 18:51:37 UTC,43847904,545999.9783516317,2888976.6453539985,546015.8342772608,2888992.501279628,6thBridge,03112020,0.010570617086130553,1058,White Ibis - Roosting, Roosting
2558,,,,No,238255668,Mack24601,2020-05-12 18:54:50 UTC,43846032,545888.9868722273,2888944.93350274,545904.8533684736,2888960.7894283696,6thBridge,03112020,0.010570617086130553,254,,
2559,White Ibis ,639.0530395507812,881.7200317382812,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2560,White Ibis ,717.5702514648438,908.5811767578125,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2561,White Ibis ,756.828857421875,936.4754028320312,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2562,White Ibis ,772.32568359375,858.9913330078125,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2563,White Ibis ,825.014892578125,901.3493041992188,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2564,White Ibis ,865.3065795898438,928.21044921875,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2565,White Ibis ,907.66455078125,990.19775390625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2566,White Ibis ,851.8760375976562,1009.8270263671875,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2567,White Ibis ,753.7294921875,995.3633422851562,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2568,White Ibis ,671.0797729492188,1003.6282958984375,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2569,White Ibis ,825.014892578125,1121.4041748046875,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2570,White Ibis ,853.9422607421875,1357.9888916015625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2571,White Ibis ,600.8275756835938,1297.0347900390625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2572,White Ibis ,590.496337890625,1356.955810546875,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2573,White Ibis ,1032.5833740234375,1044.086181640625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2574,White Ibis ,1083.722900390625,1013.4024047851562,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2575,White Ibis ,1095.996337890625,963.2857055664062,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2576,White Ibis ,1166.56884765625,1053.291259765625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2577,White Ibis ,1218.7310791015625,1116.7042236328125,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2578,White Ibis ,1202.366455078125,1158.6385498046875,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2579,White Ibis ,1290.326416015625,1227.16552734375,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2580,White Ibis ,1270.8934326171875,1183.185546875,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2581,White Ibis ,1151.2269287109375,858.9611206054688,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2582,White Ibis ,1133.7200927734375,588.8271484375,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2583,White Ibis ,1388.7684326171875,512.8472290039062,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2584,White Ibis ,1464.0875244140625,947.447998046875,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2585,White Ibis ,1388.401123046875,903.468017578125,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2586,White Ibis ,1270.7802734375,1047.681396484375,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2587,White Ibis ,1464.0875244140625,1205.1910400390625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2588,White Ibis ,895.8367919921875,1464.792724609375,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2589,White Ibis ,799.6945190429688,1485.24853515625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2590,White Ibis ,296.9735412597656,757.7097778320312,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2591,White Ibis ,63.77741622924805,746.4591064453125,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2592,White Ibis ,8.546754837036133,422.2346496582031,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2593,White Ibis ,54.57230758666992,454.96392822265625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2594,White Ibis ,206.41554260253906,133.07785034179688,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2595,White Ibis ,338.3554382324219,34.89000701904297,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2596,White Ibis ,1197.734619140625,268.69317626953125,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2597,White Ibis ,1236.6005859375,259.4880676269531,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2598,White Ibis ,1065.794677734375,247.214599609375,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2599,White Ibis ,1132.2760009765625,245.16900634765625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2600,White Ibis ,1073.9769287109375,344.379638671875,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Nesting, Nesting
2601,White Ibis ,1335.811279296875,361.76708984375,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
2602,White Ibis ,1359.33544921875,203.234619140625,Yes,238261127,Mack24601,2020-05-12 19:07:45 UTC,43846260,545793.8513184522,2889262.052015324,545809.7072440813,2889277.9079409535,6thBridge,03112020,0.010570617086130553,352,White Ibis - Roosting, Roosting
